Date,AAPL,GOOG,MSFT,FB
2016-08-02,0.9851956850272596,0.997658112529383,1.0,0.9901858095114764
2016-08-03,1.012538286407691,1.0027364389495699,1.0068928812606717,0.9952880492416297
2016-08-04,1.0061775481893758,0.9979694146069297,1.0073722533836513,1.0151007996881756
2016-08-05,1.0152072277826807,1.0137504519203442,1.0099320054628818,1.0063525329177185
2016-08-08,1.008280672756775,0.9994119799838248,1.0017253512944406,1.000878945251635
2016-08-09,1.0040601914491663,1.0031979123618768,1.0024113949742235,0.9984032891840445
2016-08-10,0.9925558167484848,1.0005355150009498,0.9969071008008913,0.9985606828492034
2016-08-11,0.9993518027227704,1.0002166271620487,1.0048259206281833,1.000160193789883
2016-08-12,1.0023163603340637,0.9979231635983384,0.9938250221454822,0.9998398318680571
2016-08-15,1.0120169638775958,0.9990041507764361,1.0031066371796251,0.9921525062176291
2016-08-16,0.9990865589129132,0.9932263343049275,0.9944598465946661,0.9951573931370881
2016-08-17,0.9985373489473998,1.0035642972264143,1.0020891316367515,1.008678020875636
2016-08-18,0.9987181699243842,0.9969099343726432,1.000694890026685,0.996301366978338
2016-08-19,1.002566876203232,0.9973247369774919,1.0003473010132584,0.9971753208885378
2016-08-22,0.9922275095327587,0.9957829833229872,1.0008677566237205,1.0047750405434615
2016-08-23,1.0031332809928777,0.9999093349765925,1.003814808211868,1.0017720579658145
2016-08-24,0.9924667496833283,0.9968397032091559,1.0010364195934138,0.9928439335970749
2016-08-25,0.9957419009709262,0.9997011044182779,1.0037963761166004,1.0033203432947764
2016-08-26,0.9941433943676528,1.0001689671365879,0.9975933105268251,1.0086366939110234
2016-08-29,0.9988778567472406,1.0033916964350356,1.0012062126922632,1.0126440622010568
2016-08-30,0.9923234464081694,0.9960370434437751,0.9963855812481537,0.9944681128934083
2016-08-31,1.0009434295790054,0.9973474639790122,0.9925720886936844,1.002225103376513
2016-09-01,1.0059378915239572,1.0022554475289296,1.0022624248683814,1.0003964081732537
2016-09-02,1.0093694440138952,1.0034860335842568,1.0013891799092787,1.0026948086343
2016-09-06,0.9997213920281763,1.011173612052706,0.9989596266646099,1.0254524855671094
2016-09-07,1.0061282223389043,1.0003460657805825,1.0008678364942294,1.010175033074078
2016-09-08,0.973791109871488,0.9935542139364403,0.9960111308994396,0.9940480810214098
2016-09-09,0.9773501823687636,0.9798018445820914,0.9787567175463332,0.9756658793071044
2016-09-12,1.022398951857258,1.0123213639426545,1.0149439435390453,1.0125098664439003
2016-09-13,1.0238050337967355,0.9878676526522676,0.9908852094667504,0.9884994717771471
2016-09-14,1.035386664920613,1.0036856981040012,0.9952237725959806,1.0044021539533226
2016-09-15,1.0339984478693827,1.0121575628815795,1.0165303968751003,1.0045394772921534
2016-09-16,0.9943756888595535,0.9962682634981307,1.00104924779832,1.005609668611936
2016-09-19,0.9883397036159228,0.9958641231670474,0.9944104050333168,0.9967458512650424
2016-09-20,0.9999119585776038,1.0074571776289851,0.9978922248133687,0.9999223085855721
2016-09-21,0.9998239105766697,1.006235332920696,1.0167222013096036,1.0101057447924888
2016-09-22,1.0094232065977968,1.0141584233987713,1.0010388934718417,1.0010774203312696
2016-09-23,0.9833361902734687,0.9996062067411028,0.9932549317411864,0.9837023142112189
2016-09-26,1.001508221141206,0.983873425323469,0.9907714088797618,0.9949202797352319
2016-09-27,1.0018603712651577,1.0113664093074735,1.0184533695340607,1.010839714254021
2016-09-28,1.0076046291614469,0.9981481564967478,1.0013805499449895,1.004196083546568
2016-09-29,0.9844668941099552,0.9916193407841223,0.989143524038309,0.9911785186467079
2016-09-30,1.0077554571225555,1.0029418561961543,1.0034842413462928,1.0014053244251802
2016-10-03,0.9953116778873002,0.9939147806688948,0.9968750867125106,1.0038980274764784
2016-10-04,1.0042659888232481,1.0050093132054707,0.9968651668346346,0.9954958299139293
2016-10-05,1.0004425293647998,1.000051489510143,1.0069881572932193,1.0021842499074147
2016-10-06,1.0074302758765885,1.000502291156859,1.0017349817344625,1.0021016890939387
2016-10-07,1.0014926747505062,0.9977087660139943,1.0010390414052222,1.0019418983244563
2016-10-10,1.0174469831358308,1.0140114372217133,1.00415225702609,1.0096906733199986
2016-10-11,1.0021542149881892,0.9963483281259428,0.9853549050380392,0.989557739958625
